Windows 7 SP 1
Version 6.1.7601 (cmd->"ver")
ntdll.dll

Name	Address	Ordinal
NtDeviceIoControlFile	0000000078EB9910	282
NtDisableLastKnownGood	0000000078EBA440	283
NtDisplayString	0000000078EBA450	284
NtDrawText	0000000078EBA460	285
NtDuplicateObject	0000000078EB9C60	286
NtDuplicateToken	0000000078EB9CC0	287
NtEnableLastKnownGood	0000000078EBA470	288
NtEnumerateBootEntries	0000000078EBA480	289
NtEnumerateDriverEntries	0000000078EBA490	290
NtEnumerateKey	0000000078EB9BC0	291
NtEnumerateSystemEnvironmentValuesEx	0000000078EBA4A0	292
NtEnumerateTransactionObject	0000000078EBA4B0	293
NtEnumerateValueKey	0000000078EB99D0	294
NtExtendSection	0000000078EBA4C0	295
NtFilterToken	0000000078EBA4D0	296
NtFindAtom	0000000078EB99E0	297
NtFlushBuffersFile	0000000078EB9D50	298
NtFlushInstallUILanguage	0000000078EBA4E0	299
NtFlushInstructionCache	0000000078EBA4F0	300
NtFlushKey	0000000078EBA500	301
NtFlushProcessWriteBuffers	0000000078EBA510	302
NtFlushVirtualMemory	0000000078EBA520	303
NtFlushWriteBuffer	0000000078EBA530	304
NtFreeUserPhysicalPages	0000000078EBA540	305
NtFreeVirtualMemory	0000000078EB9A80	306
NtFreezeRegistry	0000000078EBA550	307
NtFreezeTransactions	0000000078EBA560	308
NtFsControlFile	0000000078EB9C30	309
NtGetContextThread	0000000078EBA570	310
NtGetCurrentProcessorNumber	0000000078EBA580	311
NtGetDevicePowerState	0000000078EBA590	312
NtGetMUIRegistryInfo	0000000078EBA5A0	313
NtGetNextProcess	0000000078EBA5B0	314
NtGetNextThread	0000000078EBA5C0	315
NtGetNlsSectionPtr	0000000078EBA5D0	316
NtGetNotificationResourceManager	0000000078EBA5E0	317
NtGetPlugPlayEvent	0000000078EBA5F0	318
NtGetTickCount	0000000078EFF290	319
NtGetWriteWatch	0000000078EBA600	320
NtImpersonateAnonymousToken	0000000078EBA610	321
NtImpersonateClientOfPort	0000000078EB9A90	322
NtImpersonateThread	0000000078EBA620	323
NtInitializeNlsFiles	0000000078EBA630	324
NtInitializeRegistry	0000000078EBA640	325
